ground,0,"{'(1,11)': 'Dir.RIGHT', '(1,10)': 'Dir.RIGHT', '(1,9)': 'Dir.UP', '(1,8)': 'Dir.UP', '(1,7)': 'Dir.RIGHT', '(1,5)': 'Dir.LEFT', '(1,4)': 'Dir.RIGHT', '(1,3)': 'Dir.DOWN', '(1,2)': 'Dir.RIGHT', '(1,1)': 'Dir.RIGHT', '(2,11)': 'Dir.LEFT', '(2,10)': 'Dir.UP', '(2,9)': 'Dir.LEFT', '(2,8)': 'Dir.LEFT', '(2,7)': 'Dir.LEFT', '(2,5)': 'Dir.DOWN', '(2,4)': 'Dir.LEFT', '(2,3)': 'Dir.RIGHT', '(2,2)': 'Dir.RIGHT', '(2,1)': 'Dir.UP', '(3,11)': 'Dir.DOWN', '(3,10)': 'Dir.UP', '(3,9)': 'Dir.LEFT', '(3,8)': 'Dir.RIGHT', '(3,7)': 'Dir.RIGHT', '(3,6)': 'Dir.UP', '(3,5)': 'Dir.RIGHT', '(3,4)': 'Dir.RIGHT', '(3,3)': 'Dir.RIGHT', '(3,2)': 'Dir.RIGHT', '(3,1)': 'Dir.UP', '(4,11)': 'Dir.RIGHT', '(4,10)': 'Dir.RIGHT', '(4,9)': 'Dir.DOWN', '(4,8)': 'Dir.DOWN', '(4,7)': 'Dir.LEFT', '(4,5)': 'Dir.RIGHT', '(4,4)': 'Dir.RIGHT', '(4,3)': 'Dir.RIGHT', '(4,2)': 'Dir.UP', '(4,1)': 'Dir.LEFT', '(5,11)': 'Dir.DOWN', '(5,10)': 'Dir.UP', '(5,9)': 'Dir.RIGHT', '(5,8)': 'Dir.RIGHT', '(5,7)': 'Dir.UP', '(5,5)': 'Dir.DOWN', '(5,4)': 'Dir.DOWN', '(5,3)': 'Dir.RIGHT', '(5,2)': 'Dir.UP', '(5,1)': 'Dir.UP', '(6,8)': 'Dir.RIGHT', '(6,3)': 'Dir.RIGHT', '(7,11)': 'Dir.RIGHT', '(7,10)': 'Dir.UP', '(7,9)': 'Dir.LEFT', '(7,8)': 'Dir.DOWN', '(7,7)': 'Dir.RIGHT', '(7,6)': 'Dir.UP', '(7,4)': 'Dir.RIGHT', '(7,3)': 'Dir.RIGHT', '(7,2)': 'Dir.RIGHT', '(7,1)': 'Dir.LEFT', '(8,11)': 'Dir.RIGHT', '(8,10)': 'Dir.LEFT', '(8,9)': 'Dir.RIGHT', '(8,8)': 'Dir.RIGHT', '(8,7)': 'Dir.RIGHT', '(8,6)': 'Dir.LEFT', '(8,5)': 'Dir.UP', '(8,4)': 'Dir.UP', '(8,3)': 'Dir.UP', '(8,2)': 'Dir.UP', '(8,1)': 'Dir.RIGHT', '(9,11)': 'Dir.RIGHT', '(9,10)': 'Dir.UP', '(9,9)': 'Dir.RIGHT', '(9,8)': 'Dir.UP', '(9,7)': 'Dir.UP', '(9,6)': 'Dir.UP', '(9,4)': 'Dir.LEFT', '(9,3)': 'Dir.UP', '(9,2)': 'Dir.LEFT', '(9,1)': 'Dir.RIGHT', '(10,11)': 'Dir.RIGHT', '(10,10)': 'Dir.RIGHT', '(10,9)': 'Dir.UP', '(10,8)': 'Dir.UP', '(10,7)': 'Dir.UP', '(10,6)': 'Dir.LEFT', '(10,4)': 'Dir.DOWN', '(10,3)': 'Dir.DOWN', '(10,2)': 'Dir.RIGHT', '(10,1)': 'Dir.RIGHT', '(11,11)': 'Dir.LEFT', '(11,10)': 'Dir.UP', '(11,9)': 'Dir.UP', '(11,8)': 'Dir.RIGHT', '(11,7)': 'Dir.DOWN', '(11,6)': 'Dir.UP', '(11,4)': 'Dir.LEFT', '(11,3)': 'Dir.DOWN', '(11,2)': 'Dir.UP', '(11,1)': 'Dir.DOWN'}"
ground,1,"{'(1,11)': 'Dir.RIGHT', '(1,10)': 'Dir.LEFT', '(1,9)': 'Dir.DOWN', '(1,8)': 'Dir.DOWN', '(1,7)': 'Dir.RIGHT', '(1,5)': 'Dir.RIGHT', '(1,4)': 'Dir.RIGHT', '(1,3)': 'Dir.DOWN', '(1,2)': 'Dir.DOWN', '(1,1)': 'Dir.RIGHT', '(2,11)': 'Dir.RIGHT', '(2,10)': 'Dir.DOWN', '(2,9)': 'Dir.LEFT', '(2,8)': 'Dir.RIGHT', '(2,7)': 'Dir.RIGHT', '(2,5)': 'Dir.LEFT', '(2,4)': 'Dir.RIGHT', '(2,3)': 'Dir.RIGHT', '(2,2)': 'Dir.DOWN', '(2,1)': 'Dir.RIGHT', '(3,11)': 'Dir.DOWN', '(3,10)': 'Dir.DOWN', '(3,9)': 'Dir.RIGHT', '(3,8)': 'Dir.RIGHT', '(3,7)': 'Dir.UP', '(3,6)': 'Dir.UP', '(3,5)': 'Dir.UP', '(3,4)': 'Dir.UP', '(3,3)': 'Dir.UP', '(3,2)': 'Dir.UP', '(3,1)': 'Dir.UP', '(4,11)': 'Dir.LEFT', '(4,10)': 'Dir.DOWN', '(4,9)': 'Dir.DOWN', '(4,8)': 'Dir.RIGHT', '(4,7)': 'Dir.LEFT', '(4,5)': 'Dir.DOWN', '(4,4)': 'Dir.LEFT', '(4,3)': 'Dir.UP', '(4,2)': 'Dir.DOWN', '(4,1)': 'Dir.LEFT', '(5,11)': 'Dir.DOWN', '(5,10)': 'Dir.UP', '(5,9)': 'Dir.LEFT', '(5,8)': 'Dir.RIGHT', '(5,7)': 'Dir.UP', '(5,5)': 'Dir.DOWN', '(5,4)': 'Dir.LEFT', '(5,3)': 'Dir.RIGHT', '(5,2)': 'Dir.LEFT', '(5,1)': 'Dir.UP', '(6,8)': 'Dir.RIGHT', '(6,3)': 'Dir.RIGHT', '(7,11)': 'Dir.LEFT', '(7,10)': 'Dir.RIGHT', '(7,9)': 'Dir.RIGHT', '(7,8)': 'Dir.UP', '(7,7)': 'Dir.UP', '(7,6)': 'Dir.DOWN', '(7,4)': 'Dir.UP', '(7,3)': 'Dir.RIGHT', '(7,2)': 'Dir.LEFT', '(7,1)': 'Dir.UP', '(8,11)': 'Dir.RIGHT', '(8,10)': 'Dir.RIGHT', '(8,9)': 'Dir.RIGHT', '(8,8)': 'Dir.DOWN', '(8,7)': 'Dir.RIGHT', '(8,6)': 'Dir.UP', '(8,5)': 'Dir.UP', '(8,4)': 'Dir.UP', '(8,3)': 'Dir.RIGHT', '(8,2)': 'Dir.LEFT', '(8,1)': 'Dir.DOWN', '(9,11)': 'Dir.RIGHT', '(9,10)': 'Dir.RIGHT', '(9,9)': 'Dir.UP', '(9,8)': 'Dir.UP', '(9,7)': 'Dir.UP', '(9,6)': 'Dir.UP', '(9,4)': 'Dir.LEFT', '(9,3)': 'Dir.DOWN', '(9,2)': 'Dir.LEFT', '(9,1)': 'Dir.DOWN', '(10,11)': 'Dir.RIGHT', '(10,10)': 'Dir.UP', '(10,9)': 'Dir.UP', '(10,8)': 'Dir.LEFT', '(10,7)': 'Dir.LEFT', '(10,6)': 'Dir.UP', '(10,4)': 'Dir.DOWN', '(10,3)': 'Dir.RIGHT', '(10,2)': 'Dir.LEFT', '(10,1)': 'Dir.DOWN', '(11,11)': 'Dir.DOWN', '(11,10)': 'Dir.UP', '(11,9)': 'Dir.DOWN', '(11,8)': 'Dir.DOWN', '(11,7)': 'Dir.RIGHT', '(11,6)': 'Dir.RIGHT', '(11,4)': 'Dir.LEFT', '(11,3)': 'Dir.LEFT', '(11,2)': 'Dir.DOWN', '(11,1)': 'Dir.UP'}"
ground,2,"{'(1,11)': 'Dir.DOWN', '(1,10)': 'Dir.LEFT', '(1,9)': 'Dir.DOWN', '(1,8)': 'Dir.DOWN', '(1,7)': 'Dir.RIGHT', '(1,5)': 'Dir.DOWN', '(1,4)': 'Dir.RIGHT', '(1,3)': 'Dir.UP', '(1,2)': 'Dir.UP', '(1,1)': 'Dir.UP', '(2,11)': 'Dir.DOWN', '(2,10)': 'Dir.LEFT', '(2,9)': 'Dir.DOWN', '(2,8)': 'Dir.RIGHT', '(2,7)': 'Dir.DOWN', '(2,5)': 'Dir.LEFT', '(2,4)': 'Dir.RIGHT', '(2,3)': 'Dir.UP', '(2,2)': 'Dir.LEFT', '(2,1)': 'Dir.UP', '(3,11)': 'Dir.RIGHT', '(3,10)': 'Dir.DOWN', '(3,9)': 'Dir.DOWN', '(3,8)': 'Dir.RIGHT', '(3,7)': 'Dir.RIGHT', '(3,6)': 'Dir.UP', '(3,5)': 'Dir.UP', '(3,4)': 'Dir.UP', '(3,3)': 'Dir.LEFT', '(3,2)': 'Dir.UP', '(3,1)': 'Dir.LEFT', '(4,11)': 'Dir.DOWN', '(4,10)': 'Dir.LEFT', '(4,9)': 'Dir.RIGHT', '(4,8)': 'Dir.RIGHT', '(4,7)': 'Dir.UP', '(4,5)': 'Dir.LEFT', '(4,4)': 'Dir.UP', '(4,3)': 'Dir.LEFT', '(4,2)': 'Dir.DOWN', '(4,1)': 'Dir.DOWN', '(5,11)': 'Dir.UP', '(5,10)': 'Dir.DOWN', '(5,9)': 'Dir.DOWN', '(5,8)': 'Dir.RIGHT', '(5,7)': 'Dir.UP', '(5,5)': 'Dir.LEFT', '(5,4)': 'Dir.RIGHT', '(5,3)': 'Dir.RIGHT', '(5,2)': 'Dir.UP', '(5,1)': 'Dir.LEFT', '(6,8)': 'Dir.RIGHT', '(6,3)': 'Dir.LEFT', '(7,11)': 'Dir.UP', '(7,10)': 'Dir.RIGHT', '(7,9)': 'Dir.DOWN', '(7,8)': 'Dir.RIGHT', '(7,7)': 'Dir.UP', '(7,6)': 'Dir.RIGHT', '(7,4)': 'Dir.RIGHT', '(7,3)': 'Dir.DOWN', '(7,2)': 'Dir.RIGHT', '(7,1)': 'Dir.RIGHT', '(8,11)': 'Dir.RIGHT', '(8,10)': 'Dir.LEFT', '(8,9)': 'Dir.RIGHT', '(8,8)': 'Dir.RIGHT', '(8,7)': 'Dir.UP', '(8,6)': 'Dir.UP', '(8,5)': 'Dir.UP', '(8,4)': 'Dir.UP', '(8,3)': 'Dir.DOWN', '(8,2)': 'Dir.UP', '(8,1)': 'Dir.RIGHT', '(9,11)': 'Dir.RIGHT', '(9,10)': 'Dir.RIGHT', '(9,9)': 'Dir.UP', '(9,8)': 'Dir.UP', '(9,7)': 'Dir.UP', '(9,6)': 'Dir.RIGHT', '(9,4)': 'Dir.DOWN', '(9,3)': 'Dir.DOWN', '(9,2)': 'Dir.RIGHT', '(9,1)': 'Dir.DOWN', '(10,11)': 'Dir.RIGHT', '(10,10)': 'Dir.UP', '(10,9)': 'Dir.DOWN', '(10,8)': 'Dir.LEFT', '(10,7)': 'Dir.UP', '(10,6)': 'Dir.LEFT', '(10,4)': 'Dir.RIGHT', '(10,3)': 'Dir.UP', '(10,2)': 'Dir.DOWN', '(10,1)': 'Dir.DOWN', '(11,11)': 'Dir.LEFT', '(11,10)': 'Dir.UP', '(11,9)': 'Dir.DOWN', '(11,8)': 'Dir.RIGHT', '(11,7)': 'Dir.LEFT', '(11,6)': 'Dir.DOWN', '(11,4)': 'Dir.UP', '(11,3)': 'Dir.LEFT', '(11,2)': 'Dir.LEFT', '(11,1)': 'Dir.RIGHT'}"
ground,3,"{'(1,11)': 'Dir.DOWN', '(1,10)': 'Dir.RIGHT', '(1,9)': 'Dir.DOWN', '(1,8)': 'Dir.LEFT', '(1,7)': 'Dir.DOWN', '(1,5)': 'Dir.UP', '(1,4)': 'Dir.RIGHT', '(1,3)': 'Dir.DOWN', '(1,2)': 'Dir.RIGHT', '(1,1)': 'Dir.RIGHT', '(2,11)': 'Dir.RIGHT', '(2,10)': 'Dir.LEFT', '(2,9)': 'Dir.LEFT', '(2,8)': 'Dir.LEFT', '(2,7)': 'Dir.LEFT', '(2,5)': 'Dir.RIGHT', '(2,4)': 'Dir.DOWN', '(2,3)': 'Dir.RIGHT', '(2,2)': 'Dir.UP', '(2,1)': 'Dir.UP', '(3,11)': 'Dir.DOWN', '(3,10)': 'Dir.RIGHT', '(3,9)': 'Dir.DOWN', '(3,8)': 'Dir.LEFT', '(3,7)': 'Dir.DOWN', '(3,6)': 'Dir.LEFT', '(3,5)': 'Dir.DOWN', '(3,4)': 'Dir.DOWN', '(3,3)': 'Dir.RIGHT', '(3,2)': 'Dir.DOWN', '(3,1)': 'Dir.LEFT', '(4,11)': 'Dir.UP', '(4,10)': 'Dir.UP', '(4,9)': 'Dir.DOWN', '(4,8)': 'Dir.DOWN', '(4,7)': 'Dir.UP', '(4,5)': 'Dir.LEFT', '(4,4)': 'Dir.RIGHT', '(4,3)': 'Dir.RIGHT', '(4,2)': 'Dir.UP', '(4,1)': 'Dir.UP', '(5,11)': 'Dir.UP', '(5,10)': 'Dir.DOWN', '(5,9)': 'Dir.DOWN', '(5,8)': 'Dir.RIGHT', '(5,7)': 'Dir.UP', '(5,5)': 'Dir.UP', '(5,4)': 'Dir.DOWN', '(5,3)': 'Dir.RIGHT', '(5,2)': 'Dir.LEFT', '(5,1)': 'Dir.LEFT', '(6,8)': 'Dir.RIGHT', '(6,3)': 'Dir.RIGHT', '(7,11)': 'Dir.DOWN', '(7,10)': 'Dir.RIGHT', '(7,9)': 'Dir.RIGHT', '(7,8)': 'Dir.UP', '(7,7)': 'Dir.RIGHT', '(7,6)': 'Dir.RIGHT', '(7,4)': 'Dir.RIGHT', '(7,3)': 'Dir.UP', '(7,2)': 'Dir.UP', '(7,1)': 'Dir.UP', '(8,11)': 'Dir.RIGHT', '(8,10)': 'Dir.RIGHT', '(8,9)': 'Dir.DOWN', '(8,8)': 'Dir.RIGHT', '(8,7)': 'Dir.UP', '(8,6)': 'Dir.UP', '(8,5)': 'Dir.UP', '(8,4)': 'Dir.UP', '(8,3)': 'Dir.LEFT', '(8,2)': 'Dir.UP', '(8,1)': 'Dir.DOWN', '(9,11)': 'Dir.RIGHT', '(9,10)': 'Dir.UP', '(9,9)': 'Dir.UP', '(9,8)': 'Dir.UP', '(9,7)': 'Dir.LEFT', '(9,6)': 'Dir.LEFT', '(9,4)': 'Dir.UP', '(9,3)': 'Dir.RIGHT', '(9,2)': 'Dir.LEFT', '(9,1)': 'Dir.RIGHT', '(10,11)': 'Dir.RIGHT', '(10,10)': 'Dir.RIGHT', '(10,9)': 'Dir.RIGHT', '(10,8)': 'Dir.RIGHT', '(10,7)': 'Dir.RIGHT', '(10,6)': 'Dir.LEFT', '(10,4)': 'Dir.RIGHT', '(10,3)': 'Dir.LEFT', '(10,2)': 'Dir.RIGHT', '(10,1)': 'Dir.LEFT', '(11,11)': 'Dir.RIGHT', '(11,10)': 'Dir.UP', '(11,9)': 'Dir.UP', '(11,8)': 'Dir.UP', '(11,7)': 'Dir.UP', '(11,6)': 'Dir.RIGHT', '(11,4)': 'Dir.UP', '(11,3)': 'Dir.RIGHT', '(11,2)': 'Dir.DOWN', '(11,1)': 'Dir.DOWN'}"
ground,4,"{'(1,11)': 'Dir.RIGHT', '(1,10)': 'Dir.LEFT', '(1,9)': 'Dir.DOWN', '(1,8)': 'Dir.UP', '(1,7)': 'Dir.DOWN', '(1,5)': 'Dir.RIGHT', '(1,4)': 'Dir.RIGHT', '(1,3)': 'Dir.RIGHT', '(1,2)': 'Dir.UP', '(1,1)': 'Dir.UP', '(2,11)': 'Dir.LEFT', '(2,10)': 'Dir.UP', '(2,9)': 'Dir.RIGHT', '(2,8)': 'Dir.UP', '(2,7)': 'Dir.RIGHT', '(2,5)': 'Dir.DOWN', '(2,4)': 'Dir.RIGHT', '(2,3)': 'Dir.UP', '(2,2)': 'Dir.DOWN', '(2,1)': 'Dir.RIGHT', '(3,11)': 'Dir.UP', '(3,10)': 'Dir.UP', '(3,9)': 'Dir.LEFT', '(3,8)': 'Dir.RIGHT', '(3,7)': 'Dir.RIGHT', '(3,6)': 'Dir.LEFT', '(3,5)': 'Dir.RIGHT', '(3,4)': 'Dir.DOWN', '(3,3)': 'Dir.RIGHT', '(3,2)': 'Dir.DOWN', '(3,1)': 'Dir.RIGHT', '(4,11)': 'Dir.DOWN', '(4,10)': 'Dir.UP', '(4,9)': 'Dir.RIGHT', '(4,8)': 'Dir.UP', '(4,7)': 'Dir.DOWN', '(4,5)': 'Dir.LEFT', '(4,4)': 'Dir.DOWN', '(4,3)': 'Dir.RIGHT', '(4,2)': 'Dir.UP', '(4,1)': 'Dir.UP', '(5,11)': 'Dir.DOWN', '(5,10)': 'Dir.DOWN', '(5,9)': 'Dir.LEFT', '(5,8)': 'Dir.RIGHT', '(5,7)': 'Dir.UP', '(5,5)': 'Dir.UP', '(5,4)': 'Dir.DOWN', '(5,3)': 'Dir.RIGHT', '(5,2)': 'Dir.LEFT', '(5,1)': 'Dir.RIGHT', '(6,8)': 'Dir.LEFT', '(6,3)': 'Dir.RIGHT', '(7,11)': 'Dir.RIGHT', '(7,10)': 'Dir.RIGHT', '(7,9)': 'Dir.RIGHT', '(7,8)': 'Dir.LEFT', '(7,7)': 'Dir.RIGHT', '(7,6)': 'Dir.RIGHT', '(7,4)': 'Dir.RIGHT', '(7,3)': 'Dir.RIGHT', '(7,2)': 'Dir.UP', '(7,1)': 'Dir.UP', '(8,11)': 'Dir.RIGHT', '(8,10)': 'Dir.DOWN', '(8,9)': 'Dir.RIGHT', '(8,8)': 'Dir.RIGHT', '(8,7)': 'Dir.RIGHT', '(8,6)': 'Dir.UP', '(8,5)': 'Dir.UP', '(8,4)': 'Dir.UP', '(8,3)': 'Dir.UP', '(8,2)': 'Dir.UP', '(8,1)': 'Dir.RIGHT', '(9,11)': 'Dir.LEFT', '(9,10)': 'Dir.DOWN', '(9,9)': 'Dir.RIGHT', '(9,8)': 'Dir.UP', '(9,7)': 'Dir.UP', '(9,6)': 'Dir.LEFT', '(9,4)': 'Dir.LEFT', '(9,3)': 'Dir.UP', '(9,2)': 'Dir.LEFT', '(9,1)': 'Dir.LEFT', '(10,11)': 'Dir.RIGHT', '(10,10)': 'Dir.RIGHT', '(10,9)': 'Dir.RIGHT', '(10,8)': 'Dir.LEFT', '(10,7)': 'Dir.LEFT', '(10,6)': 'Dir.LEFT', '(10,4)': 'Dir.RIGHT', '(10,3)': 'Dir.LEFT', '(10,2)': 'Dir.UP', '(10,1)': 'Dir.DOWN', '(11,11)': 'Dir.UP', '(11,10)': 'Dir.UP', '(11,9)': 'Dir.UP', '(11,8)': 'Dir.LEFT', '(11,7)': 'Dir.UP', '(11,6)': 'Dir.UP', '(11,4)': 'Dir.DOWN', '(11,3)': 'Dir.RIGHT', '(11,2)': 'Dir.LEFT', '(11,1)': 'Dir.UP'}"
"(<Abstr_type.A_STAR: 2>, 0.0)",0,"{'25': 'Dir.RIGHT', '34': 'Dir.LEFT', '26': 'Dir.UP', '40': 'Dir.RIGHT', '7': 'Dir.UP', '11': 'Dir.UP', '19': 'Dir.RIGHT', '24': 'Dir.RIGHT', '33': 'Dir.RIGHT', '20': 'Dir.UP', '31': 'Dir.UP', '3': 'Dir.DOWN', '13': 'Dir.UP', '12': 'Dir.RIGHT', '27': 'Dir.UP', '21': 'Dir.LEFT', '6': 'Dir.RIGHT', '5': 'Dir.UP', '15': 'Dir.UP', '10': 'Dir.DOWN', '29': 'Dir.RIGHT', '37': 'Dir.RIGHT', '17': 'Dir.LEFT', '38': 'Dir.RIGHT', '42': 'Dir.RIGHT', '35': 'Dir.UP', '41': 'Dir.RIGHT', '2': 'Dir.RIGHT', '45': 'Dir.DOWN', '30': 'Dir.RIGHT', '28': 'Dir.UP', '39': 'Dir.UP', '1': 'Dir.RIGHT', '16': 'Dir.UP', '36': 'Dir.RIGHT', '9': 'Dir.UP', '23': 'Dir.RIGHT', '14': 'Dir.UP', '44': 'Dir.LEFT', '43': 'Dir.RIGHT', '22': 'Dir.UP', '8': 'Dir.LEFT', '4': 'Dir.RIGHT', '32': 'Dir.UP', '18': 'Dir.LEFT'}"
"(<Abstr_type.A_STAR: 2>, 0.0)",1,"{'25': 'Dir.RIGHT', '34': 'Dir.DOWN', '26': 'Dir.DOWN', '40': 'Dir.RIGHT', '7': 'Dir.UP', '11': 'Dir.DOWN', '19': 'Dir.RIGHT', '24': 'Dir.RIGHT', '33': 'Dir.RIGHT', '20': 'Dir.RIGHT', '31': 'Dir.LEFT', '3': 'Dir.RIGHT', '13': 'Dir.UP', '12': 'Dir.LEFT', '27': 'Dir.UP', '21': 'Dir.LEFT', '6': 'Dir.RIGHT', '5': 'Dir.UP', '15': 'Dir.UP', '10': 'Dir.UP', '29': 'Dir.LEFT', '37': 'Dir.UP', '17': 'Dir.RIGHT', '38': 'Dir.DOWN', '42': 'Dir.RIGHT', '35': 'Dir.UP', '41': 'Dir.RIGHT', '2': 'Dir.RIGHT', '45': 'Dir.DOWN', '30': 'Dir.UP', '28': 'Dir.RIGHT', '39': 'Dir.RIGHT', '1': 'Dir.RIGHT', '16': 'Dir.UP', '36': 'Dir.DOWN', '9': 'Dir.UP', '23': 'Dir.DOWN', '14': 'Dir.UP', '44': 'Dir.LEFT', '43': 'Dir.RIGHT', '22': 'Dir.UP', '8': 'Dir.RIGHT', '4': 'Dir.DOWN', '32': 'Dir.UP', '18': 'Dir.LEFT'}"
"(<Abstr_type.A_STAR: 2>, 0.0)",2,"{'25': 'Dir.RIGHT', '34': 'Dir.RIGHT', '26': 'Dir.DOWN', '40': 'Dir.RIGHT', '7': 'Dir.UP', '11': 'Dir.DOWN', '19': 'Dir.UP', '24': 'Dir.UP', '33': 'Dir.RIGHT', '20': 'Dir.UP', '31': 'Dir.DOWN', '3': 'Dir.LEFT', '13': 'Dir.UP', '12': 'Dir.RIGHT', '27': 'Dir.RIGHT', '21': 'Dir.RIGHT', '6': 'Dir.DOWN', '5': 'Dir.RIGHT', '15': 'Dir.UP', '10': 'Dir.DOWN', '29': 'Dir.RIGHT', '37': 'Dir.UP', '17': 'Dir.LEFT', '38': 'Dir.DOWN', '42': 'Dir.RIGHT', '35': 'Dir.UP', '41': 'Dir.RIGHT', '2': 'Dir.RIGHT', '45': 'Dir.RIGHT', '30': 'Dir.RIGHT', '28': 'Dir.UP', '39': 'Dir.RIGHT', '1': 'Dir.RIGHT', '16': 'Dir.UP', '36': 'Dir.RIGHT', '9': 'Dir.UP', '23': 'Dir.DOWN', '14': 'Dir.RIGHT', '44': 'Dir.DOWN', '43': 'Dir.RIGHT', '22': 'Dir.UP', '8': 'Dir.DOWN', '4': 'Dir.LEFT', '32': 'Dir.UP', '18': 'Dir.LEFT'}"
"(<Abstr_type.A_STAR: 2>, 0.0)",3,"{'25': 'Dir.DOWN', '34': 'Dir.LEFT', '26': 'Dir.RIGHT', '40': 'Dir.RIGHT', '7': 'Dir.UP', '11': 'Dir.RIGHT', '19': 'Dir.UP', '24': 'Dir.RIGHT', '33': 'Dir.UP', '20': 'Dir.UP', '31': 'Dir.LEFT', '3': 'Dir.RIGHT', '13': 'Dir.UP', '12': 'Dir.RIGHT', '27': 'Dir.RIGHT', '21': 'Dir.DOWN', '6': 'Dir.DOWN', '5': 'Dir.RIGHT', '15': 'Dir.UP', '10': 'Dir.DOWN', '29': 'Dir.RIGHT', '37': 'Dir.UP', '17': 'Dir.LEFT', '38': 'Dir.UP', '42': 'Dir.RIGHT', '35': 'Dir.UP', '41': 'Dir.DOWN', '2': 'Dir.RIGHT', '45': 'Dir.LEFT', '30': 'Dir.UP', '28': 'Dir.RIGHT', '39': 'Dir.RIGHT', '1': 'Dir.RIGHT', '16': 'Dir.UP', '36': 'Dir.RIGHT', '9': 'Dir.UP', '23': 'Dir.RIGHT', '14': 'Dir.UP', '44': 'Dir.RIGHT', '43': 'Dir.RIGHT', '22': 'Dir.UP', '8': 'Dir.DOWN', '4': 'Dir.UP', '32': 'Dir.UP', '18': 'Dir.DOWN'}"
"(<Abstr_type.A_STAR: 2>, 0.0)",4,"{'25': 'Dir.DOWN', '34': 'Dir.DOWN', '26': 'Dir.RIGHT', '40': 'Dir.RIGHT', '7': 'Dir.UP', '11': 'Dir.RIGHT', '19': 'Dir.UP', '24': 'Dir.UP', '33': 'Dir.UP', '20': 'Dir.RIGHT', '31': 'Dir.RIGHT', '3': 'Dir.UP', '13': 'Dir.UP', '12': 'Dir.RIGHT', '27': 'Dir.RIGHT', '21': 'Dir.DOWN', '6': 'Dir.RIGHT', '5': 'Dir.UP', '15': 'Dir.UP', '10': 'Dir.DOWN', '29': 'Dir.RIGHT', '37': 'Dir.UP', '17': 'Dir.LEFT', '38': 'Dir.LEFT', '42': 'Dir.RIGHT', '35': 'Dir.UP', '41': 'Dir.RIGHT', '2': 'Dir.RIGHT', '45': 'Dir.LEFT', '30': 'Dir.UP', '28': 'Dir.RIGHT', '39': 'Dir.RIGHT', '1': 'Dir.RIGHT', '16': 'Dir.UP', '36': 'Dir.RIGHT', '9': 'Dir.UP', '23': 'Dir.DOWN', '14': 'Dir.RIGHT', '44': 'Dir.DOWN', '43': 'Dir.RIGHT', '22': 'Dir.UP', '8': 'Dir.UP', '4': 'Dir.RIGHT', '32': 'Dir.UP', '18': 'Dir.UP'}"
